subscription_id,account_id,plan_name,plan_type,billing_cycle_start_date,billing_cycle_end_date,status,is_trial,trial_start_date,trial_end_date,conversion_flag,renewal_count,cancel_reason,plan_start_date
sub_dfbb97be27d1,acc_934597c4eb95,ultimate,annual,2025-07-17,2026-07-17,active,False,,,False,0,,2025-07-17
sub_1ccbe632d780,acc_7d9d3c688a89,ultimate,annual,2025-07-16,2026-07-16,active,True,2025-06-30,2025-07-14,True,0,,2025-07-16
sub_2f816f678f1e,acc_3670093d52db,free,free,2025-07-31,,cancelled,True,2025-07-31,2025-08-14,False,0,missing_features,2025-07-31
sub_1664bbd4ecf5,acc_04ad6cbb2e2a,free,free,2025-07-26,,active,True,2025-07-26,2025-08-09,False,0,,2025-07-26
sub_9078e8fdbc59,acc_f65d60c8e3f2,free,free,2025-06-23,,active,True,2025-06-23,2025-07-07,False,0,,2025/06/23
sub_e7d3bcdcc30f,acc_cff94ec771b7,free,free,2025-06-05,,active,False,,,False,0,,2025-06-05
sub_66d365ca0848,acc_6ab8f26e4f9a,basic,monthly,2025-07-24,2025-08-23,active,True,2025-07-10,2025-07-24,True,3,,2025-07-24
sub_3504f71c1dba,acc_6ab8f26e4f9a,pro,monthly,2025-08-31,2025-09-30,active,False,,,False,2,,2025-08-31
sub_e89f49c8be49,acc_1b9cce82982a,basic,monthly,2025/07/18,2025-08-17,active,True,2025-07-03,2025-07-17,True,3,,2025-07-18
sub_736fe37b4664,acc_9db6686ff95d,pro,monthly,2025/07/17,2025-08-16,active,True,2025-07-03,2025-07-17,True,3,,2025-07-17
sub_1f95ad48edd5,acc_9db6686ff95d,basic,annual,2025-08-27,2026-08-27,active,False,,,False,0,,2025-08-27
sub_e78e20f2c8a9,acc_7f0f29c0d49a,free,free,2025-07-01,,active,True,2025-07-01,2025-07-15,False,0,,2025-07-01
sub_84fb7b532f5d,acc_d538a95b6b05,free,free,2025-06-16,,active,True,2025-06-16,2025-06-30,False,0,,2025-06-16
sub_57e6db585d54,acc_e8a49e0f0ba6,free,free,2025/07/09,,active,True,2025-07-09,2025-07-23,False,0,,2025-07-09
sub_3860e637de64,acc_fa0fdbd896dd,basic,monthly,2025-08-14,2025-09-13,active,True,2025-07-29,2025-08-12,True,2,,2025-08-14
sub_e0ef534dbd54,acc_fa0fdbd896dd,ultimate,monthly,2025-09-21,2025-10-21,active,False,,,False,1,,2025-09-21
sub_c33de5978307,acc_444035c14874,basic,monthly,2025-07-25,2025-08-24,active,True,2025-07-09,2025-07-23,True,3,,2025-07-25
sub_bd13b19939bd,acc_ba6c60a6c75d,pro,monthly,2025-07-29,2025-08-28,active,True,2025-07-14,2025-07-28,True,3,,2025-07-29
sub_dc06baa9411f,acc_a5e1b82d6376,basic,annual,2025-06-28,2026-06-28,active,True,2025-06-13,2025-06-27,True,0,,2025-06-28
sub_5ce5e6ae8402,acc_dc99338463a7,free,free,2025-07-13,,active,False,,,False,0,,2025-07-13
sub_e0c7e545b087,acc_73e0b5d2b07c,free,free,2025-07-17,,active,True,2025-07-17,2025-07-31,False,0,,2025-07-17
sub_2479d8b349eb,acc_28dbcaed0205,free,free,2025-06-16,,active,False,,,False,0,,2025-06-16
sub_658f52fe8a9f,acc_bee0dc335f62,free,free,2025-07-20,,active,False,,,False,0,,2025-07-20
sub_98a76e231d90,acc_bee0dc335f62,pro,monthly,2025-08-25,2025-09-05,cancelled,False,,,False,0,switching_product,2025-08-25
sub_774cd31bc2d0,acc_bee0dc335f62,basic,monthly,2025-09-10,2025-10-10,active,False,,,False,1,,2025-09-10
sub_2cf74c4b9f45,acc_64d0ffd27184,free,FREE,2025-06-24,,active,True,2025-06-24,2025-07-08,False,0,,2025-06-24
sub_0b33369e0202,acc_4156099b86a4,pro,monthly,2025-08-07,2025-10-22,cancelled,True,2025-07-24,2025-08-07,True,0,no_longer_needed,2025-08-07
sub_19e31344f029,acc_e9711d2e29c1,free,free,2025-06-25,,active,False,,,False,0,,2025-06-25
sub_13865eda18a3,acc_e9711d2e29c1,pro,monthly,2025/08/09,2025-09-08,active,False,,,False,2,,2025-08-09
sub_22db66831d14,acc_cb42aa1acff7,basic,annual,2025-08-08,2026-08-08,active,True,2025-07-24,2025-08-07,True,0,,2025-08-08
sub_33c6929a73df,acc_bdc3425f591b,Free,free,2025-07-06,,active,True,2025-07-06,2025-07-20,False,0,,2025-07-06
sub_ee08d6a05d7b,acc_bdc3425f591b,basic,monthly,2025-08-08,2025-09-07,active,False,,,False,2,,2025-08-08
sub_da9fbc64f4a9,acc_6f128c0be02b,free,free,2025-06-05,,active,True,2025-06-05,2025-06-19,False,0,,2025-06-05
sub_b707e04d7942,acc_6f128c0be02b,ultimate,monthly,2025-07-20,2025-08-14,cancelled,False,,,False,0,too_expensive,2025-07-20
sub_0885a2759db5,acc_c0924b0f8333,free,free,2025-06-23,,cancelled,True,2025-06-23,2025-07-07,False,0,no_longer_needed,2025-06-23
sub_88cdb9dc0180,acc_c0924b0f8333,pro,monthly,2025-07-29,2025-08-28,active,False,,,False,3,,2025-07-29
sub_4dd5105ca866,acc_c0924b0f8333,basic,annual,2025-09-09,2025-10-10,cancelled,False,,,False,0,switching_product,2025-09-09
sub_0aaf68e13761,acc_5a5ad151b83a,free,free,2025-07-03,,active,True,2025-07-03,2025-07-17,False,0,,2025-07-03
sub_b784d7d9c8e7,acc_4ff03afd9336,free,free,2025-06-16,,cancelled,True,2025-06-16,2025-06-30,False,0,switching_product,2025-06-16
sub_50acae17bc39,acc_4ff03afd9336,BASIC,monthly,2025-07-27,2025/08/26,active,False,,,False,3,,2025-07-27
sub_279fe223d242,acc_72d068327276,free,free,2025-07-24,,active,True,2025-07-24,2025-08-07,False,0,,2025-07-24
sub_038a11aa3012,acc_72d068327276,basic,annual,2025-08-29,2026-08-29,active,False,,,False,0,,2025-08-29
sub_8641a62bb9dd,acc_892c59f95906,pro,monthly,2025-06-17,2025-07-17,active,True,2025-06-03,2025-06-17,True,4,,2025-06-17
sub_60928664bba5,acc_01719fcb80d9,basic,MONTHLY,2025-07-09,2025/08/08,active,True,2025-06-23,2025-07-07,True,3,,2025-07-09
sub_5806dff0a450,acc_3d83a460976b,free,free,2025-06-12,,active,True,2025-06-12,2025-06-26,False,0,,2025-06-12
sub_e6ee24c8c31f,acc_3d83a460976b,ultimate,annual,2025-07-22,2025-08-29,cancelled,False,,,False,0,switching_product,2025-07-22
sub_5b619f4aaf92,acc_7bf628555d33,pro,annual,2025-06-26,2026-06-26,active,True,2025-06-12,2025-06-26,True,0,,2025-06-26
sub_2c90d6e010cf,acc_552a6726b542,free,free,2025-06-29,,active,True,2025-06-29,2025-07-13,False,0,,2025-06-29
sub_db851a3e0304,acc_324997fe93ca,free,free,2025-06-26,,active,False,,,False,0,,2025-06-26
sub_33b585c328b3,acc_324997fe93ca,pro,annual,2025-08-05,2026-08-05,active,False,,,False,0,,2025-08-05
sub_bfd83b087c4a,acc_175f95915429,free,free,2025-06-16,,cancelled,True,2025-06-16,2025-06-30,False,0,missing_features,2025-06-16
sub_3e0c71603121,acc_5d1086aaea52,free,free,2025-07-07,,active,False,,,False,0,,2025-07-07
sub_140a39e2422e,acc_5d1086aaea52,pro,annual,2025-08-11,2026-08-11,active,False,,,False,0,,2025-08-11
sub_aa5fa7efb9df,acc_5d2841bead6f,free,free,2025-07-06,,active,True,2025-07-06,2025-07-20,False,0,,2025-07-06
sub_0deeb6d9c6d4,acc_f8dd8c77a7cb,free,free,2025-07-25,,active,False,,,False,0,,2025-07-25
sub_9241c39b76b3,acc_f8dd8c77a7cb,basic,annual,2025-08-27,2026-08-27,active,False,,,False,0,,2025-08-27
sub_663a36a87d0f,acc_c4c2d954af1e,free,free,2025-06-05,,active,True,2025-06-05,2025-06-19,False,0,,2025-06-05
sub_06b7f6239e80,acc_7bef071c385f,free,free,2025/06/08,,active,False,,,False,0,,2025-06-08
sub_6a99a3f31a81,acc_1cfee38d9771,basic,annual,2025-08-12,2026-08-12,active,True,2025-07-27,2025-08-10,True,0,,2025-08-12
sub_d5969580d5a6,acc_775f83be6d03,FREE,free,2025-06-21,,cancelled,True,2025-06-21,2025-07-05,False,0,switching_product,2025-06-21
sub_da00e4b87aa1,acc_aacf59972594,free,free,2025-06-09,,active,True,2025-06-09,2025-06-23,False,0,,2025-06-09
sub_eedd53c93188,acc_aacf59972594,ultimate,monthly,2025-07-11,2025-08-10,active,False,,,False,3,,2025-07-11
sub_1534a9829c6f,acc_aacf59972594,basic,annual,2025-08-23,2026-08-23,active,False,,,False,0,,2025-08-23
sub_fb995cb1f663,acc_429f13e6624e,basic,monthly,2025-08-14,2025-09-13,active,True,2025-07-31,2025-08-14,True,2,,2025-08-14
sub_f5adcccc98f3,acc_325a65139359,free,free,2025-07-03,,active,True,2025-07-03,2025-07-17,False,0,,2025-07-03
sub_3eed1cf40cec,acc_325a65139359,pro,monthly,2025-08-17,2025-09-16,active,False,,,False,2,,2025/08/17
sub_a643d591255b,acc_325a65139359,ultimate,monthly,2025-09-17,2025-10-17,active,False,,,False,1,,2025-09-17
sub_344fc9840ff4,acc_28d494c9a674,free,free,2025-07-23,,cancelled,True,2025-07-23,2025-08-06,False,0,missing_features,2025-07-23
sub_9bc9c480ec5e,acc_28d494c9a674,basic,annual,2025-08-30,2026-08-30,active,False,,,False,0,,2025-08-30
sub_2969baf59010,acc_992f9313754f,free,free,2025-07-27,,active,False,,,False,0,,2025-07-27
sub_cd1006915bd0,acc_ae445e4c094b,free,FREE,2025-06-11,,cancelled,True,2025-06-11,2025-06-25,False,0,trial_ended,2025-06-11
sub_4598af535676,acc_ae445e4c094b,basic,annual,2025-07-26,2026-07-26,active,False,,,False,0,,2025-07-26
sub_d0a05a2214a0,acc_d0be9856f477,free,free,2025-06-26,,active,False,,,False,0,,2025-06-26
sub_3e73b0a5d055,acc_d0be9856f477,basic,monthly,2025-08-10,2025-09-24,cancelled,False,,,False,0,trial_ended,2025-08-10
sub_d348121eaaec,acc_837ca20babdc,free,free,2025-07-31,,active,False,,,False,0,,2025-07-31
sub_d7d53e67f354,acc_837ca20babdc,basic,monthly,2025-09-14,2025-10-14,active,False,,,False,1,,2025-09-14
sub_5c69f63101c7,acc_837ca20babdc,basic,monthly,2025-10-29,2025-11-21,cancelled,False,,,False,0,missing_features,2025-10-29
sub_914a9f918031,acc_35ed7a1c7439,free,Free,2025/06/11,,active,True,2025-06-11,2025-06-25,False,0,,2025/06/11
sub_72e0999c1298,acc_35ed7a1c7439,basic,monthly,2025-07-15,2025-08-14,active,False,,,False,3,,2025-07-15
sub_1f032702bc96,acc_3cbeb5070553,ultimate,annual,2025-07-22,2026-07-22,active,True,2025-07-08,2025-07-22,True,0,,2025-07-22
sub_bbd7502b3d42,acc_8f77e6f8eb37,free,free,2025-07-27,,active,False,,,False,0,,2025/07/27
sub_2ac456dfa673,acc_8f77e6f8eb37,pro,annual,2025-09-03,2026-09-03,active,False,,,False,0,,2025-09-03
sub_3aee9a34ac5f,acc_8bd010fccf61,pro,annual,2025/07/18,2026-07-18,active,True,2025-07-03,2025-07-17,True,0,,2025/07/18
sub_24dc706ac584,acc_074b50dcd3b2,free,free,2025-06-22,,active,False,,,False,0,,2025-06-22
sub_c59cccbad218,acc_03aaabec4cd2,free,free,2025-07-01,,cancelled,True,2025-07-01,2025-07-15,False,0,trial_ended,2025-07-01
sub_99261907f0b7,acc_03aaabec4cd2,basic,monthly,2025-08-07,2025-09-06,active,False,,,False,2,,2025/08/07
sub_53d96747faea,acc_03aaabec4cd2,pro,monthly,2025-09-11,2025-10-11,active,False,,,False,1,,2025-09-11
sub_f44f9a371ec7,acc_e3ff2fcfdf63,free,free,2025-06-20,,active,False,,,False,0,,2025-06-20
sub_6147d8543490,acc_5f8080901218,basic,monthly,2025-07-11,2025-08-10,active,True,2025-06-27,2025-07-11,True,3,,2025-07-11
sub_68f608ae8cee,acc_deea8f7e07e4,basic,annual,2025-07-24,2025-10-11,cancelled,True,2025-07-08,2025-07-22,True,0,too_expensive,2025-07-24
sub_a9f8018a1a01,acc_63e6f129792c,free,free,2025-06-16,,active,True,2025-06-16,2025-06-30,False,0,,2025-06-16
sub_c10897a9beba,acc_63e6f129792c,basic,annual,2025-07-17,2025-07-27,cancelled,False,,,False,0,missing_features,2025-07-17
sub_151664b8c0c9,acc_da3037f5c5d0,free,free,2025-07-10,,active,False,,,False,0,,2025-07-10
sub_170a81f23796,acc_da3037f5c5d0,basic,monthly,2025-08-16,2025-09-15,active,False,,,False,2,,2025-08-16
sub_92aa1ab185c4,acc_8f63b7a5cc0f,free,free,2025-06-21,,active,True,2025-06-21,2025-07-05,False,0,,2025-06-21
sub_9200a94c748e,acc_8f63b7a5cc0f,basic,monthly,2025-08-02,2025/09/01,active,False,,,False,2,,2025-08-02
sub_1354b6f13128,acc_8f63b7a5cc0f,pro,monthly,2025-09-15,2025-10-15,active,False,,,False,1,,2025-09-15
sub_467421a1294a,acc_7aae80ce43dd,pro,monthly,2025-07-15,2025-08-14,active,True,2025-07-01,2025-07-15,True,3,,2025-07-15
sub_723d63f6cd5c,acc_e43b8c325bdb,free,free,2025-07-02,,active,True,2025-07-02,2025-07-16,False,0,,2025-07-02
sub_98a35fd6f208,acc_7933a251d128,free,free,2025-06-26,,active,False,,,False,0,,2025/06/26
sub_56ca6dbea77a,acc_7fc697088851,free,free,2025-07-01,,active,False,,,False,0,,2025-07-01
sub_82f3539d079a,acc_7fc697088851,basic,Monthly,2025-08-04,2025-09-15,cancelled,False,,,False,0,too_expensive,2025-08-04
sub_d0affcec7715,acc_7fc697088851,basic,monthly,2025-09-21,2025-10-05,cancelled,False,,,False,0,no_longer_needed,2025-09-21
sub_aadf1ac099fb,acc_14cac7fa7f87,basic,monthly,2025-07-29,2025-08-24,cancelled,True,2025-07-13,2025-07-27,True,0,trial_ended,2025-07-29
sub_91d9872ea8a9,acc_14cac7fa7f87,ultimate,annual,2025-09-04,2026-09-04,active,False,,,False,0,,2025-09-04
sub_93ab9a9eb076,acc_b3b8b2f7a237,ultimate,monthly,2025-08-13,2025-09-12,active,True,2025-07-30,2025-08-13,True,2,,2025-08-13
sub_babcc9b8f6fa,acc_b3b8b2f7a237,basic,annual,2025-09-23,2026-09-23,active,False,,,False,0,,2025-09-23
sub_711874b053fc,acc_e51b59dd8ef0,free,free,2025-07-29,,active,False,,,False,0,,2025-07-29
sub_cccabc8ad5b9,acc_e51b59dd8ef0,ultimate,monthly,2025-08-30,2025-09-29,active,False,,,False,2,,2025-08-30
sub_0db77109790f,acc_e51b59dd8ef0,basic,annual,2025-10-09,2026-10-09,active,False,,,False,0,,2025-10-09
sub_2aef2c84e1fe,acc_a62599a3c8b6,free,free,2025-07-30,,active,False,,,False,0,,2025-07-30
sub_8b6b4a374e53,acc_8bd5e432c1a1,free,free,2025-07-07,,cancelled,True,2025-07-07,2025-07-21,False,0,missing_features,2025-07-07
sub_f5e781fc677c,acc_9ce4765c95f0,basic,monthly,2025-07-14,2025-08-13,active,True,2025-06-30,2025-07-14,True,3,,2025-07-14
sub_1c0c75f641b8,acc_9ce4765c95f0,pro,annual,2025-08-23,2025-09-05,cancelled,False,,,False,0,switching_product,2025-08-23
sub_3a2623615256,acc_9ce4765c95f0,basic,annual,2025-09-11,2026-09-11,active,False,,,False,0,,2025-09-11
sub_db2ea25eea53,acc_ae07968e581a,free,free,2025/07/07,,cancelled,True,2025-07-07,2025-07-21,False,0,,2025-07-07
sub_1116c07c6371,acc_ae07968e581a,basic,monthly,2025-08-09,2025-09-08,active,False,,,False,2,,2025-08-09
sub_ee4bc2c95a94,acc_8c19352cb057,basic,monthly,2025-06-27,2025-07-27,active,True,2025-06-12,2025-06-26,True,4,,2025-06-27
sub_6d40872eae8d,acc_e30ad1e8eef8,free,free,2025-07-07,,active,True,2025-07-07,2025-07-21,False,0,,2025-07-07
sub_641829f1a17d,acc_6d1a96360b5c,free,free,2025-07-27,,active,True,2025-07-27,2025-08-10,False,0,,2025-07-27
sub_75be96d63495,acc_27a89ebb131f,basic,monthly,2025-07-16,2025-08-15,active,True,2025-06-30,2025-07-14,True,3,,2025-07-16
sub_a4a5566d2daa,acc_27a89ebb131f,basic,annual,2025-08-29,2026-08-29,active,False,,,False,0,,2025-08-29
sub_3cbe20b835e6,acc_c980055f5778,free,free,2025-07-14,,cancelled,True,2025-07-14,2025-07-28,False,0,too_expensive,2025-07-14
sub_c803c71e8dcd,acc_c980055f5778,ultimate,annual,2025-08-14,2026/08/14,active,False,,,False,0,,2025-08-14
sub_7f859f16a0ad,acc_0a8884dec2a8,basic,monthly,2025-07-17,2025-08-16,active,True,2025-07-03,2025-07-17,True,3,,2025-07-17
sub_6d328ca912f4,acc_a3dd8ed039e9,free,free,2025/07/03,,cancelled,True,2025-07-03,2025-07-17,False,0,no_longer_needed,2025-07-03
sub_82b050096d9f,acc_a3dd8ed039e9,basic,monthly,2025-08-17,2025-09-16,active,False,,,False,2,,2025-08-17
sub_ff67b8e470a5,acc_a3dd8ed039e9,pro,annual,2025-09-17,2026-09-17,active,False,,,False,0,,2025-09-17
sub_daff9c4fbb69,acc_0e5aa15b1501,free,free,2025-06-26,,active,False,,,False,0,,2025-06-26
sub_6d534635a8e9,acc_0e5aa15b1501,ultimate,annual,2025-07-31,2026-07-31,active,False,,,False,0,,2025-07-31
sub_b99b6e51edbf,acc_dd52a9bff5d5,free,free,2025-06-05,,active,True,2025-06-05,2025-06-19,False,0,,2025-06-05
sub_c88d89921ece,acc_dd52a9bff5d5,basic,monthly,2025-07-17,2025-08-16,active,False,,,False,3,,2025-07-17
sub_c2df05448d05,acc_b45f16d9f216,free,free,2025-06-25,,active,False,,,False,0,,2025-06-25
sub_6c1442cdd641,acc_6d8bf7e91eeb,basic,monthly,2025-06-28,2025-07-28,active,True,2025-06-12,2025-06-26,True,4,,2025-06-28
sub_38b48656141b,acc_9c6b027bf0df,basic,annual,2025-07-12,2026-07-12,active,True,2025-06-28,2025-07-12,True,0,,2025-07-12
sub_cff68390850b,acc_a554bc62be12,basic,monthly,2025-07-28,2025-08-27,active,True,2025-07-13,2025-07-27,True,3,,2025-07-28
sub_936125257f28,acc_a554bc62be12,basic,annual,2025-08-29,2026-08-29,active,False,,,False,0,,2025-08-29
sub_4ff0ced3cefb,acc_dc4d9151e5de,ultimate,Annual,2025-08-10,2026-08-10,active,True,2025-07-26,2025-08-09,True,0,,2025-08-10
sub_9e68767904d9,acc_ad3917f1a43b,free,free,2025-06-15,,active,True,2025-06-15,2025-06-29,False,0,,2025-06-15
sub_5a1b2efa641d,acc_077a34b969e5,free,free,2025-06-27,,active,False,,,False,0,,2025-06-27
sub_93c2a95f7bdc,acc_83a987bd1341,free,free,2025-06-23,,active,True,2025-06-23,2025-07-07,False,0,,2025-06-23
sub_f35a89aad378,acc_c2da7f56a0b5,free,free,2025-07-25,,active,True,2025-07-25,2025-08-08,False,0,,2025-07-25
sub_4121fb0f4271,acc_c2da7f56a0b5,basic,annual,2025-08-31,2025-10-27,cancelled,False,,,False,0,missing_features,2025-08-31
sub_368ec673cdf7,acc_65d279d5e5e2,free,free,2025-06-16,,active,False,,,False,0,,2025-06-16
sub_b77dca807b9a,acc_0f50155844f7,free,free,2025-07-14,,active,False,,,False,0,,2025-07-14
sub_e3330f4e1b34,acc_3919319a6d45,ultimate,monthly,2025-07-08,2025-08-07,active,True,2025-06-22,2025-07-06,True,3,,2025-07-08
sub_7c59cc446363,acc_3919319a6d45,ultimate,monthly,2025-08-15,2025-09-14,active,False,,,False,2,,2025-08-15
sub_92dde5911afd,acc_3919319a6d45,pro,annual,2025-09-27,2026-09-27,active,False,,,False,0,,2025-09-27
sub_b93da26ec95c,acc_da712ee7bade,pro,monthly,2025-07-25,2025-08-24,active,True,2025-07-09,2025-07-23,True,3,,2025-07-25
sub_73d44779d283,acc_da712ee7bade,basic,annual,2025-09-06,2026-09-06,active,False,,,False,0,,2025-09-06
sub_42fd8c74ed8e,acc_18c45c9edcae,free,free,2025-07-03,,active,True,2025-07-03,2025-07-17,False,0,,2025-07-03
sub_e8abafcf30a3,acc_d5462926273d,free,free,2025-07-26,,cancelled,True,2025-07-26,2025-08-09,False,0,too_expensive,2025-07-26
sub_ea8e7a0b782e,acc_d5462926273d,basic,annual,2025/09/05,2026-09-05,active,False,,,False,0,,2025-09-05
sub_79c7140a3191,acc_8230d3e42af5,basic,monthly,2025-07-23,2025/10/04,cancelled,True,2025-07-07,2025-07-21,True,0,missing_features,2025-07-23
sub_5f1302b35104,acc_8230d3e42af5,ultimate,annual,2025-10-15,2026-10-15,active,False,,,False,0,,2025-10-15
sub_aea129aa4251,acc_931d5eebd8e5,ultimate,annual,2025-06-27,2026-06-27,active,True,2025-06-11,2025-06-25,True,0,,2025-06-27
sub_71cc11c91671,acc_c1c8cd462d5f,free,free,2025-06-03,,active,True,2025-06-03,2025-06-17,False,0,,2025-06-03
sub_90ba68cecbcf,acc_c1c8cd462d5f,basic,monthly,2025-07-17,2025-08-30,cancelled,False,,,False,0,,2025-07-17
sub_0ab73a09b288,acc_c1c8cd462d5f,basic,annual,2025-09-02,2025-10-27,cancelled,False,,,False,0,switching_product,2025-09-02
sub_e04b39ec8558,acc_eb3ef3808f9d,free,free,2025-07-03,,cancelled,True,2025-07-03,2025-07-17,False,0,missing_features,2025-07-03
sub_b414b43951a6,acc_7c7f1042d0a6,free,free,2025/06/02,,active,True,2025-06-02,2025-06-16,False,0,,2025-06-02
sub_e97657390928,acc_7b4543e0836a,pro,annual,2025-08-13,2026-08-13,active,True,2025-07-29,2025-08-12,True,0,,2025-08-13
sub_14f05369fd1d,acc_57156ea808b8,basic,monthly,2025-07-14,2025-09-05,cancelled,True,2025-06-30,2025-07-14,True,0,too_expensive,2025/07/14
sub_67aa84ed2a55,acc_7aea71c56749,free,free,2025-06-26,,active,False,,,False,0,,2025-06-26
sub_0a89a7f07e7e,acc_7aea71c56749,pro,monthly,2025-07-27,2025-08-26,active,False,,,False,3,,2025-07-27
sub_31f51dd77188,acc_7aea71c56749,pro,monthly,2025-09-03,2025/10/24,cancelled,False,,,False,0,missing_features,2025-09-03
sub_fce1c9dd89e6,acc_7aea71c56749,pro,monthly,2025-10-30,2025-11-29,active,False,,,False,0,,2025-10-30
sub_52d5c639ba94,acc_3f607c0b6ea8,free,free,2025-07-25,,cancelled,True,2025-07-25,2025-08-08,False,0,trial_ended,2025-07-25
sub_7424c80f5218,acc_2bc8183aa630,Basic,monthly,2025-07-30,2025-08-29,active,True,2025-07-14,2025-07-28,True,3,,2025-07-30
sub_7cfa12636574,acc_2bc8183aa630,pro,monthly,2025-08-31,2025-09-30,active,False,,,False,2,,2025-08-31
sub_18db2691945f,acc_62908fadf098,pro,monthly,2025-07-31,2025-08-30,active,True,2025-07-16,2025-07-30,True,3,,2025-07-31
sub_b8382950ae22,acc_62908fadf098,pro,annual,2025-09-01,2025-10-02,cancelled,False,,,False,0,switching_product,2025-09-01
sub_f832eca1f3b1,acc_eac3471c2593,free,free,2025-07-18,,active,False,,,False,0,,2025/07/18
sub_86267943aa5c,acc_3a41ee648597,free,free,2025-07-09,,cancelled,True,2025-07-09,2025-07-23,False,0,no_longer_needed,2025-07-09
sub_59c9eb5e370a,acc_3a41ee648597,ultimate,monthly,2025-08-14,2025-09-13,active,False,,,False,2,,2025-08-14
sub_9a780e53d1f1,acc_3a41ee648597,basic,monthly,2025-09-28,2025-10-28,active,False,,,False,1,,2025-09-28
sub_9b08ab4dd639,acc_d32f2c3e1426,free,free,2025-07-31,,cancelled,True,2025-07-31,2025-08-14,False,0,trial_ended,2025-07-31
sub_b5ba8a714ef6,acc_ae925e71e0ea,ultimate,monthly,2025-06-26,2025-07-26,active,True,2025-06-10,2025-06-24,True,4,,2025-06-26
sub_4c9554480477,acc_b7e02695496b,free,free,2025-06-18,,cancelled,True,2025-06-18,2025-07-02,False,0,no_longer_needed,2025-06-18
sub_8f1c502d28e5,acc_b7e02695496b,basic,annual,2025-07-25,2026-07-25,active,False,,,False,0,,2025-07-25
sub_cf6f13e0d8ce,acc_50a98cff4cca,ultimate,monthly,2025-07-23,2025-08-22,active,True,2025-07-09,2025-07-23,True,3,,2025-07-23
sub_08f3057bd1b1,acc_50a98cff4cca,basic,annual,2025-08-28,2026-08-28,active,False,,,False,0,,2025-08-28
sub_2ebed2974108,acc_7448bcdab6e1,basic,annual,2025-07-18,2026-07-18,active,True,2025-07-04,2025-07-18,True,0,,2025-07-18
sub_0768d4e3a5b5,acc_991034875664,free,free,2025-07-21,,cancelled,True,2025-07-21,2025-08-04,False,0,trial_ended,2025-07-21
sub_bd6936aa851b,acc_b239dfdec3d1,free,free,2025-06-26,,active,False,,,False,0,,2025-06-26
sub_4f9fe57d204a,acc_24d1b53a13b2,free,free,2025-06-20,,active,False,,,False,0,,2025-06-20
sub_27597f7cfa11,acc_18f24ecabe53,free,free,2025-07-07,,active,True,2025-07-07,2025-07-21,False,0,,2025-07-07
sub_c3e8678d37e5,acc_18f24ecabe53,basic,annual,2025/08/21,2026-08-21,active,False,,,False,0,,2025-08-21
sub_079d65a4348e,acc_46d6afd67deb,free,free,2025-07-20,,active,False,,,False,0,,2025-07-20
sub_607f5d6f6c25,acc_46d6afd67deb,basic,annual,2025-08-23,2026-08-23,active,False,,,False,0,,2025/08/23
sub_007eaa52936b,acc_d156e56a3daf,free,free,2025-07-21,,active,True,2025-07-21,2025-08-04,False,0,,2025-07-21
sub_8505ad64dd70,acc_43c31133c461,pro,monthly,2025-07-24,2025-08-23,active,True,2025-07-09,2025-07-23,True,3,,2025-07-24
sub_5ff84d097e1c,acc_43c31133c461,pro,annual,2025-08-27,2026-08-27,active,False,,,False,0,,2025-08-27
sub_78304b01e4bf,acc_29f7d2434b88,basic,monthly,2025/08/06,2025-09-05,active,True,2025-07-22,2025-08-05,True,2,,2025-08-06
sub_996245df27db,acc_95b6e3257d65,basic,annual,2025-07-27,2026-07-27,active,True,2025-07-12,2025-07-26,True,0,,2025-07-27
